,index,degree_topic,degree_level,related_skill,is_degree_related_to_skill,cluster_ignore,weight_y_ignore,source_ignore,tfidf,ans1,ans12,textrank,ans1clean,ans12clean,weight_new,weight_new0,weight_new1,weight_new2,weight_new3,weight_new4
686,28,Arts Literature Media,Master,Peer Review,1.0,158.0,1.0,"Arts, Literature and Media (Research) (Master 2022-2023) - Prospectus - Universiteit Leiden",0.1654118324143412, Yes, Yes,0.0908658514113508,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
687,29,Arts Literature Media,Master,Cascading Style Sheets (CSS),0.0,158.0,1.0,"Arts, Literature and Media (Research) (Master 2022-2023) - Prospectus - Universiteit Leiden",0.2832520898079932, No, Maybe,,no,maybe,0.5,1.0,2.0,2.0,1.0,2.0
688,30,Arts Literature Media,Master,Consulting,0.0,158.0,1.0,"Arts, Literature and Media (Research) (Master 2022-2023) - Prospectus - Universiteit Leiden",0.117146430878748," No. A Master of Arts in Literature, Media, and Culture does not typically teach consulting.", Maybe,0.0570888015854902,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
689,31,Arts Literature Media,Master,Administrative Operations,0.0,158.0,1.0,"Arts, Literature and Media (Research) (Master 2022-2023) - Prospectus - Universiteit Leiden",0.117146430878748, No, Maybe,0.0908658514113508,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
690,0,Artificial Intelligence,Bachelor,Information Technology,1.0,33.0,16.0,Data Science and Artificial Intelligence (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0301698382582626, No, Maybe,0.0746377284712119,no,maybe,8.0,1.0,0.5,0.5,1.0,0.5
691,1,Artificial Intelligence,Master,Content Management,0.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0497825349542026, No, No.,0.0746377284712119,no,no,1.0,1.0,0.5,0.5,1.0,0.5
692,2,Artificial Intelligence,Master,Data Stores,1.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0517012186204412, No., No.,0.0651275646737516,no,no,1.0,1.0,0.5,0.5,1.0,0.5
693,3,Artificial Intelligence,Master,Retention Period,0.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0523945140222085, No, No,0.0746377284712119,no,no,1.0,1.0,0.5,0.5,1.0,0.5
694,4,Artificial Intelligence,Master,Economy,0.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0221775992161451, No., No.,0.0468933082601037,no,no,1.0,1.0,0.5,0.25,0.5,0.25
695,5,Artificial Intelligence,Master,JSON,1.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0523945140222085, No, No.,0.0468933082601037,no,no,1.0,1.0,0.5,0.25,0.5,0.25
696,6,Artificial Intelligence,Master,JQuery,1.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0523945140222085, No., No,0.0468933082601037,no,no,1.0,1.0,0.5,0.25,0.5,0.25
697,7,Artificial Intelligence,Master,Typing Skills,0.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0497825349542026, No, No,0.085042807162647,no,no,1.0,1.0,0.5,0.5,1.0,0.5
698,8,Artificial Intelligence,Master,Data Protection,1.0,33.0,6.0,Master&#39;s Programme in Artificial Intelligence,0.0460273084396605, No, Maybe,0.0651275646737516,no,maybe,3.0,1.0,0.5,0.5,1.0,0.5
699,9,Artificial Intelligence,Master,Knowledge of Statistics,1.0,33.0,4.0,Master&#39;s Programme in Artificial Intelligence,0.0261767975471347, Yes, Yes.,,yes,yes,16.0,8.0,4.0,4.0,8.0,4.0
700,10,Artificial Intelligence,Bachelor,Modelling Skills,0.0,33.0,4.0,Data Science and Artificial Intelligence (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0433798778165301, Yes, Yes.,0.085042807162647,yes,yes,16.0,8.0,4.0,4.0,8.0,4.0
701,11,Artificial Intelligence,Master,Artificial Intelligence,1.0,33.0,3.0,Master&#39;s Programme in Artificial Intelligence,0.0307220939638299, Yes, Yes.,0.0668066724624256,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
702,12,Artificial Intelligence,Master,Algorithms,1.0,33.0,3.0,Master&#39;s Programme in Artificial Intelligence,0.0359800670851739," No. Master's degrees in Artificial Intelligence typically focus on topics such as machine learning, natural language processing, computer vision, and robotics. Algorithms are usually covered in undergraduate courses in computer science.", Yes.,0.0468933082601037,no,yes,6.0,1.0,0.5,0.25,0.5,0.25
703,13,Artificial Intelligence,Master,Computer Programming,1.0,33.0,3.0,Master&#39;s Programme in Artificial Intelligence,0.0349772900454425, No, Yes,0.085042807162647,no,yes,6.0,1.0,0.5,0.5,1.0,0.5
704,14,Artificial Intelligence,Bachelor,Psychology,0.0,33.0,3.0,Data Science and Artificial Intelligence (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0357235266155173, No, No.,0.0468933082601037,no,no,1.0,1.0,0.5,0.25,0.5,0.25
705,15,Artificial Intelligence,Bachelor,Software Engineering,1.0,33.0,3.0,Data Science and Artificial Intelligence (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0460273084396605, No, Maybe,0.0906681685887564,no,maybe,1.5,1.0,0.5,0.5,1.0,0.5
706,16,Artificial Intelligence,Master,Artificial Neural Networks,1.0,33.0,2.0,Master&#39;s Programme in Artificial Intelligence,0.0422017754579764, Yes, Yes.,0.0876431328293172,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
707,17,Artificial Intelligence,Master,Data Structures,1.0,33.0,2.0,Master&#39;s Programme in Artificial Intelligence,0.0480662139294252, No, Yes.,0.0651275646737516,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
708,18,Artificial Intelligence,Master,Knowledge of Mathematics,1.0,33.0,2.0,Master&#39;s Programme in Artificial Intelligence,0.0316862796814662, Yes, Yes.,,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
709,19,Artificial Intelligence,Master,Java (Programming Language),1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0491901066434413, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
710,20,Artificial Intelligence,Master,Architecture,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0311009478566156," No. A Master's degree in Artificial Intelligence typically focuses on topics such as machine learning, natural language processing, computer vision, and robotics. It does not typically cover topics related to architecture.", Maybe,0.0468933082601037,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
711,21,Artificial Intelligence,Master,Cognition Processing,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0497825349542026, No, Yes.,0.0746377284712119,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
712,22,Artificial Intelligence,Master,Genetic Algorithm,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0676789106253652," No. A Master's degree in Artificial Intelligence typically does not teach Genetic Algorithm. However, some universities may offer courses in Genetic Algorithm as part of their Artificial Intelligence curriculum.", Maybe,0.0746377284712119,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
713,23,Artificial Intelligence,Master,Scalability,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0604814625354702," No. Master Artificial Intelligence degrees typically focus on topics such as machine learning, natural language processing, computer vision, and robotics. They do not typically cover topics related to scalability.", Maybe,0.0468933082601037,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
714,24,Artificial Intelligence,Master,Python (Programming Language),1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0365055959871242, Yes, Yes,,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
715,25,Artificial Intelligence,Master,Paradigms,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0433798778165301," No. Master's degrees in Artificial Intelligence typically focus on the application of AI technologies, rather than the underlying paradigms.", Maybe,0.0468933082601037,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
716,26,Artificial Intelligence,Master,Robotics Design and Production,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0414611941502914, No, Maybe,,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
717,27,Artificial Intelligence,Master,Knowledge Representation,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0676789106253652, Yes, Yes.,0.0668066724624256,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
718,28,Artificial Intelligence,Master,Intelligent Systems,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0491901066434413, No., Yes.,0.0746377284712119,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
719,29,Artificial Intelligence,Master,Programming Tools,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0616886801531604, No, Yes.,0.0934209711151909,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
720,30,Artificial Intelligence,Master,Hidden Markov Model,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.058306238399575, Yes, Maybe,0.0951216218516155,yes,maybe,2.0,2.0,1.0,1.0,2.0,1.0
721,31,Artificial Intelligence,Master,Linear Regression,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0446498700134464, No, Maybe,0.068847993739556,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
722,32,Artificial Intelligence,Master,Machine Learning,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0338048429492786, Yes, Yes.,0.1216998155957905,yes,yes,4.0,2.0,1.0,2.0,4.0,2.0
723,33,Artificial Intelligence,Master,Support Vector Machine,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0523945140222085, Yes, Maybe,0.0913629162537625,yes,maybe,2.0,2.0,1.0,1.0,2.0,1.0
724,34,Artificial Intelligence,Master,Reinforcement Learning,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0503973242611315, No, Yes.,0.1077617063111789,no,yes,2.0,1.0,0.5,1.0,2.0,1.0
725,35,Artificial Intelligence,Master,Deep Learning,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0422017754579764, No, Yes,0.1077617063111789,no,yes,2.0,1.0,0.5,1.0,2.0,1.0
726,36,Artificial Intelligence,Master,Naive Bayes,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0717728184274991, No, Maybe,0.0746377284712119,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
727,37,Artificial Intelligence,Master,Decision Trees,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0546712337085589, No, No,0.0746377284712119,no,no,1.0,1.0,0.5,0.5,1.0,0.5
728,38,Artificial Intelligence,Master,Software Library,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0855752862965277, No, No,0.068847993739556,no,no,1.0,1.0,0.5,0.5,1.0,0.5
729,39,Artificial Intelligence,Master,Data Analysis,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0299898366129691, No, Yes.,0.0812964647442061,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
730,40,Artificial Intelligence,Master,Analysis of Variance (ANOVA),1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0503973242611315, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
731,41,Artificial Intelligence,Master,Construction,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0303518511367397, No, Maybe,0.0468933082601037,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
732,42,Artificial Intelligence,Master,Design of Experiments,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0418272765934615, No, Maybe,,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
733,43,Artificial Intelligence,Master,Execution of Experiments,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0301698382582626, No., Maybe,,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
734,44,Artificial Intelligence,Master,Linear Model,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0503973242611315, No, Maybe,0.0890971717335326,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
735,45,Artificial Intelligence,Master,Regression Analysis,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.059357569821454, No, Maybe,0.0862546198721341,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
736,46,Artificial Intelligence,Master,Data Science,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0335801499641556, No, Maybe,0.0712203899856923,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
737,47,Artificial Intelligence,Master,Application Services,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0808889501836327, No, No.,0.0746377284712119,no,no,1.0,1.0,0.5,0.5,1.0,0.5
738,48,Artificial Intelligence,Master,Computational Science and Engineering,0.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0470148825075461, No, Yes.,0.0577243803980747,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
739,49,Artificial Intelligence,Master,Scientific Studies,1.0,33.0,1.0,Master&#39;s Programme in Artificial Intelligence,0.0312937309722788, No, Yes.,0.0746377284712119,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
740,0,Marketing,Master,Google Analytics,0.0,29.0,7.0,Master in Marketing and sales - Catalogue des formations,0.1078867116426267," No, a Master's degree in Marketing does not typically teach Google Analytics. However, many universities offer courses in digital marketing that may include instruction in Google Analytics.", Yes,0.0764963784836762,no,yes,14.0,1.0,1.0,1.0,1.0,1.0
741,1,Marketing,Master,Site Maps,0.0,29.0,7.0,Master in Marketing and sales - Catalogue des formations,0.1093777601102216," No, a Master's degree in Marketing does not typically teach Site Maps. Site Maps are typically taught in courses related to web design or web development.", Maybe,0.0764963784836762,no,maybe,3.5,1.0,1.0,1.0,1.0,1.0
742,2,Marketing,Master,Continuous Training,0.0,29.0,6.0,Master in Marketing and sales - Catalogue des formations,0.1180261392990934, No. A Master's degree in Marketing does not typically include courses in Continuous Training., Yes,0.0764963784836762,no,yes,12.0,1.0,1.0,1.0,1.0,1.0
743,3,Marketing,Master,Search Engines,1.0,29.0,6.0,Master in Marketing and sales - Catalogue des formations,0.0968093924843661, Yes. Many master's degree programs in marketing include courses on search engine optimization (SEO) and other topics related to search engine marketing., Yes.,0.0764963784836762,yes,yes,24.0,12.0,6.0,6.0,12.0,6.0
744,4,Marketing,Master,Public Relations,1.0,29.0,3.0,Master&#39;s Programme in Marketing,0.1037742536903001," No, a Master's degree in Marketing does not typically teach Public Relations. However, some programs may offer courses in Public Relations as part of their curriculum.", Yes,0.0705623048636501,no,yes,6.0,1.0,1.0,1.0,1.0,1.0
745,5,Marketing,Master,Marketing,1.0,29.0,3.0,Master in Marketing and sales - Catalogue des formations,0.0947758567091788, Yes, Yes.,0.0480607924456178,yes,yes,12.0,6.0,3.0,1.5,3.0,1.5
746,6,Marketing,Master,Market Research,1.0,29.0,3.0,Master in Marketing and sales - Catalogue des formations,0.1012884449860829, Yes, Yes.,0.119101461336982,yes,yes,12.0,6.0,6.0,12.0,12.0,12.0
747,7,Marketing,Master,Public Health,0.0,29.0,2.0,Master&#39;s Programme in Marketing,0.1064591316280107, No, No.,0.0705623048636501,no,no,1.0,1.0,1.0,1.0,1.0,1.0
748,8,Marketing,Master,Economy,1.0,29.0,2.0,Master&#39;s Programme in Marketing,0.0456663888617006," No, a Master's degree in Marketing does not typically teach Economics.", Yes.,0.0480607924456178,no,yes,4.0,1.0,0.5,0.25,0.5,0.25
749,9,Marketing,Master,Operations Research,1.0,29.0,2.0,Master in Marketing and sales - Catalogue des formations,0.0910450077349879, No, Maybe,0.1262159744228079,no,maybe,1.0,1.0,0.5,1.0,2.0,1.0
750,10,Marketing,Master,Data Transmissions,0.0,29.0,2.0,Master in Marketing and sales - Catalogue des formations,0.0876879015398129, No, No.,0.0705623048636501,no,no,1.0,1.0,0.5,0.5,1.0,0.5
751,11,Marketing,Master,Digital Marketing,1.0,29.0,2.0,Master in Marketing and sales - Catalogue des formations,0.1093777601102216, Yes, Yes.,0.0764963784836762,yes,yes,8.0,4.0,4.0,4.0,4.0,4.0
752,12,Marketing,Master,Sales,1.0,29.0,2.0,Master in Marketing and sales - Catalogue des formations,0.1037742536903001, Yes, Yes,0.0480607924456178,yes,yes,8.0,4.0,4.0,2.0,2.0,2.0
753,13,Marketing,Master,Brand Management,1.0,29.0,2.0,Master in Marketing and sales - Catalogue des formations,0.097874341211532, Yes, Yes,0.1046737890821088,yes,yes,8.0,4.0,2.0,4.0,8.0,4.0
754,14,Marketing,Master,Advanced Logic Research,0.0,29.0,2.0,Master in Marketing and sales - Catalogue des formations,0.097874341211532, No, Maybe,0.1201557795420459,no,maybe,1.0,1.0,0.5,1.0,2.0,1.0
755,15,Marketing,Master,Data Science,0.0,29.0,2.0,Master in Marketing and sales - Catalogue des formations,0.0691456352579852, No, Maybe,0.0820021522556876,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
756,16,Marketing,Master,Knowledge of Mathematics,0.0,29.0,1.0,Master&#39;s Programme in Marketing,0.0652459247464906, No, Yes.,,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
757,17,Marketing,Master,IBM System I,0.0,29.0,1.0,Master&#39;s Programme in Marketing,0.1393591533615698, No. A Master's degree in Marketing does not typically teach IBM System I., No,,no,no,1.0,1.0,1.0,1.0,1.0,1.0
758,18,Marketing,Master,Consulting,0.0,29.0,1.0,Master&#39;s Programme in Marketing,0.0632605484446039, Yes. Many master's degree programs in marketing include courses in consulting., Yes.,,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
759,19,Marketing,Master,Infrastructure Management,0.0,29.0,1.0,Master&#39;s Programme in Marketing,0.0757239298583321, No, No,0.1046737890821088,no,no,1.0,1.0,0.5,1.0,2.0,1.0
760,20,Marketing,Master,Administrative Operations,1.0,29.0,1.0,Master&#39;s Programme in Marketing,0.0632605484446039, No, Maybe,0.0764963784836762,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
761,21,Marketing,Master,Adobe InDesign,0.0,29.0,1.0,Master&#39;s Programme in Marketing,0.1125747558945166," No, a Master's degree in Marketing does not typically teach Adobe InDesign.", Maybe,0.0764963784836762,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
762,22,Marketing,Master,Business Development,1.0,29.0,1.0,Master&#39;s Programme in Marketing,0.1109381841297275, Yes, Yes,0.0764963784836762,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
763,23,Marketing,Master,Innovation,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0569526997701343, Yes. Many master's degree programs in marketing include courses in innovation and creativity., Yes.,0.0480607924456178,yes,yes,4.0,2.0,1.0,0.5,1.0,0.5
764,24,Marketing,Master,Physical Therapy,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1093777601102216, No, No,0.0764963784836762,no,no,1.0,1.0,1.0,1.0,1.0,1.0
765,25,Marketing,Master,Accounting,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0947758567091788, No, No.,0.0480607924456178,no,no,1.0,1.0,0.5,0.25,0.5,0.25
766,26,Marketing,Master,Artificial Intelligence,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0632605484446039, No, Maybe,0.0764963784836762,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
767,27,Marketing,Master,Knowledge of Electrical Engineering,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.086127477520307, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
768,28,Marketing,Master,Applied Mathematics,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0910450077349879, No, Maybe,0.0745708403911036,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
769,29,Marketing,Master,Applied Mechanics,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1125747558945166, No, No,0.0705623048636501,no,no,1.0,1.0,1.0,1.0,1.0,1.0
770,30,Marketing,Master,Architecture,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0640406549395002, No, No,0.0480607924456178,no,no,1.0,1.0,0.5,0.25,0.5,0.25
771,31,Marketing,Master,Automation,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0825172148978851," No, a master's degree in marketing does not typically teach automation.", Maybe,0.0480607924456178,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
772,32,Marketing,Master,Banking Services,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0947758567091788, No, No.,0.0764963784836762,no,no,1.0,1.0,0.5,0.5,1.0,0.5
773,33,Marketing,Master,Raw Materials,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0774444642887179," No, a Master's degree in Marketing does not typically teach Raw Materials.", No.,0.0764963784836762,no,no,1.0,1.0,0.5,0.5,1.0,0.5
774,34,Marketing,Master,Fundamental Science,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0798850362127926, No, No,0.0820021522556876,no,no,1.0,1.0,0.5,0.5,1.0,0.5
775,35,Marketing,Master,Biotechnology,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0853736690019767, No, No,0.0480607924456178,no,no,1.0,1.0,0.5,0.25,0.5,0.25
776,36,Marketing,Master,Biology,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0603098059653093, No, No,0.0480607924456178,no,no,1.0,1.0,0.5,0.25,0.5,0.25
777,37,Marketing,Master,Biopharmaceuticals,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1078867116426267," No, a Master's degree in Marketing does not typically teach biopharmaceuticals.", No,0.0480607924456178,no,no,1.0,1.0,1.0,0.5,0.5,0.5
778,38,Marketing,Master,Biomaterial,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1078867116426267, No, No,,no,no,1.0,1.0,1.0,1.0,1.0,1.0
779,39,Marketing,Master,Corporate Finance,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1012884449860829, No, Maybe,0.0871608285183895,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
780,40,Marketing,Master,Business Performance Management,1.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1050898367147526, No, Yes,0.1082280797951782,no,yes,2.0,1.0,1.0,2.0,2.0,2.0
781,41,Marketing,Master,Urban Planning,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0910450077349879, No, No,0.0764963784836762,no,no,1.0,1.0,0.5,0.5,1.0,0.5
782,42,Marketing,Master,Medical Laboratory,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1064591316280107, No, No,0.0764963784836762,no,no,1.0,1.0,1.0,1.0,1.0,1.0
783,43,Marketing,Master,Clinical Research,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0968093924843661, No, No,0.119101461336982,no,no,1.0,1.0,0.5,1.0,2.0,1.0
784,44,Marketing,Master,Combinatorics,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0938035258063189, No, Maybe,0.0480607924456178,no,maybe,0.5,1.0,0.5,0.25,0.5,0.25
785,45,Marketing,Master,Computer Networks,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0928585881817407, No, No,0.0705623048636501,no,no,1.0,1.0,0.5,0.5,1.0,0.5
786,46,Marketing,Master,Computer Engineering,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1064591316280107, No, No,0.0883206561258345,no,no,1.0,1.0,1.0,1.0,1.0,1.0
787,47,Marketing,Master,Control Systems,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.097874341211532, No, No.,0.0764963784836762,no,no,1.0,1.0,0.5,0.5,1.0,0.5
788,48,Marketing,Master,Mathematical Finance,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.1037742536903001, No, No,0.0871608285183895,no,no,1.0,1.0,1.0,1.0,1.0,1.0
789,49,Marketing,Master,Ecology,0.0,29.0,1.0,Master in Marketing and sales - Catalogue des formations,0.0751694863690442, No, No,0.0480607924456178,no,no,1.0,1.0,0.5,0.25,0.5,0.25
790,0,Cyber Security,Master,Information Technology,1.0,27.0,156.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.021530130718579, No, Yes,0.0785687058462901,no,yes,312.0,1.0,0.5,0.5,1.0,0.5
791,1,Cyber Security,Master,Instructional Design,0.0,27.0,134.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0295879918931844, No, No,0.0842234740909488,no,no,1.0,1.0,0.5,0.5,1.0,0.5
792,2,Cyber Security,Master,Data Science,1.0,27.0,84.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0239638347441175, No, Maybe,0.090713331789092,no,maybe,42.0,1.0,0.5,0.5,1.0,0.5
793,3,Cyber Security,Master,Algorithms,1.0,27.0,70.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0256764899094174," No. Master Cyber Security degrees typically focus on topics such as network security, computer forensics, and ethical hacking, rather than algorithms.", Yes,0.0493630915719593,no,yes,140.0,1.0,0.5,0.25,0.5,0.25
794,4,Cyber Security,Master,Knowledge of Statistics,1.0,27.0,58.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0186805732320835, Yes, Yes,,yes,yes,232.0,116.0,58.0,58.0,116.0,58.0
795,5,Cyber Security,Master,Knowledge of Electrical Engineering,1.0,27.0,58.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0298492396595052, No, Maybe,,no,maybe,29.0,1.0,0.5,0.5,1.0,0.5
796,6,Cyber Security,Master,Robotics Design and Production,1.0,27.0,42.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0295879918931844, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
797,7,Cyber Security,Master,Knowledge of Mathematics,1.0,27.0,40.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.022612310271189, Yes, Yes,,yes,yes,160.0,80.0,40.0,40.0,80.0,40.0
798,8,Cyber Security,Master,Intelligent Systems,1.0,27.0,38.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0351035831557396, No, Maybe,0.0895217606927868,no,maybe,19.0,1.0,0.5,0.5,1.0,0.5
799,9,Cyber Security,Master,Computer Programming,1.0,27.0,38.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0249608771652526, No, Yes,0.0755828387503865,no,yes,76.0,1.0,0.5,0.5,1.0,0.5
800,10,Cyber Security,Master,Communication Studies,0.0,27.0,32.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0373903474781019, No, No,0.0785687058462901,no,no,1.0,1.0,0.5,0.5,1.0,0.5
801,11,Cyber Security,Master,Computational Science and Engineering,1.0,27.0,30.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0335512758617088, No, Maybe,,no,maybe,15.0,1.0,0.5,0.5,1.0,0.5
802,12,Cyber Security,Master,Linear Algebra,1.0,27.0,30.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.030116493644692, No, Yes,0.0785687058462901,no,yes,60.0,1.0,0.5,0.5,1.0,0.5
803,13,Cyber Security,Master,Machine Learning,1.0,27.0,30.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0241241826153866, No, Maybe,0.0785687058462901,no,maybe,15.0,1.0,0.5,0.5,1.0,0.5
804,14,Cyber Security,Master,Computer Security,1.0,27.0,26.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0384478977071839, Yes, Yes,0.0692258150113024,yes,yes,104.0,52.0,26.0,26.0,52.0,26.0
805,15,Cyber Security,Master,Biology,0.0,27.0,26.0,Master Cycle - Computer Science - Cybersecurity - EPFL,0.0209015973056023, No, No,0.0493630915719593,no,no,1.0,1.0,0.5,0.25,0.5,0.25
